number,pokemon_name,pic_url,main_type,secondary_type,region,category,height (),weight (),pokemon_family,attack,defense,stamina,cp min,cp max,Hp min,hp max,capture_rate,flee_rate,male_perc,female_perc,resistance,weakness,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,Fecha
688,Binacle,https://static.wikia.nocookie.net/pokemongo/images/e/e9/Binacle.png,Rock,Water,Kalos,Two-Handed,"0,5",31,Binacle family,96,120,123,10,946,11,109,20%,10%,50%,50%,"{'62.5%': ['Flying', 'Ice', 'Normal', 'Poison'], '39%': ['Fire']}","{'160%': ['Electric', 'Fighting', 'Ground'], '256%': ['Grass']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2013
689,Barbaracle,https://static.wikia.nocookie.net/pokemongo/images/b/b4/Barbaracle.png,Rock,Water,Kalos,Collective,"1,3",96,Binacle family,194,205,176,32,2675,16,150,20%,10%,50%,50%,"{'62.5%': ['Flying', 'Ice', 'Normal', 'Poison'], '39%': ['Fire']}","{'160%': ['Electric', 'Fighting', 'Ground'], '256%': ['Grass']}",No,No,No,No,Yes,No,2013
690,Skrelp,https://static.wikia.nocookie.net/pokemongo/images/1/1f/Skrelp.png,Poison,Water,Kalos,Mock,"0,5","7,3",Skrelp family,109,109,137,11,1063,12,120,20%,10%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Fire', 'Ice', 'Poison', 'Steel', 'Water']}","{'160%': ['Electric', 'Ground', 'Psychic']}",Yes,Yes (12-km Eggs),Formerly (1st tier level),Formerly,No,No,2013
691,Dragalge,https://static.wikia.nocookie.net/pokemongo/images/0/0b/Dragalge.png,Poison,Dragon,Kalos,Mock,"1,8","81,5",Skrelp family,177,207,163,28,2383,15,140,20%,10%,50%,50%,"{'62.5%': ['Bug', 'Electric', 'Fighting', 'Fire', 'Poison', 'Water'], '39%': ['Grass']}","{'160%': ['Dragon', 'Ground', 'Ice', 'Psychic']}",No,No,No,No,No,No,2013
692,Clauncher,https://static.wikia.nocookie.net/pokemongo/images/f/f1/Clauncher.png,Water,,Kalos,Water,"0,5","8,3",Clauncher family,108,117,137,12,1088,12,120,20%,10%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,Formerly (1st tier level),Formerly,No,No,2013
693,Clawitzer,https://static.wikia.nocookie.net/pokemongo/images/2/25/Clawitzer.png,Water,,Kalos,Howitzer,"1,3","35,3",Clauncher family,221,171,174,33,2763,16,149,20%,10%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",No,No,No,No,No,No,2013
694,Helioptile,https://static.wikia.nocookie.net/pokemongo/images/e/e2/Helioptile.png,Electric,Normal,Kalos,Generator,"0,5",6,Helioptile family,115,78,127,10,933,11,112,20%,10%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel'], '39%': ['Ghost']}","{'160%': ['Fighting', 'Ground']}",Yes,No,Formerly (1st tier level),Formerly,No,No,2013
695,Heliolisk,https://static.wikia.nocookie.net/pokemongo/images/9/9c/Heliolisk.png,Electric,Normal,Kalos,Generator,1,21,Helioptile family,219,168,158,31,2600,14,136,20%,10%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel'], '39%': ['Ghost']}","{'160%': ['Fighting', 'Ground']}",No,No,No,No,No,No,2013
696,Tyrunt,https://static.wikia.nocookie.net/pokemongo/images/8/81/Tyrunt.png,Rock,Dragon,Kalos,Royal,"0,8",26,Tyrunt family,158,123,151,19,1635,14,131,20%,10%,"87,50%","12,50%","{'62.5%': ['Electric', 'Flying', 'Normal', 'Poison'], '39%': ['Fire']}","{'160%': ['Dragon', 'Fairy', 'Fighting', 'Ground', 'Ice', 'Steel']}",TBD,No,No,No,No,No,2013
697,Tyrantrum,https://static.wikia.nocookie.net/pokemongo/images/2/28/Tyrantrum.png,Rock,Dragon,Kalos,Despot,"2,5",270,Tyrunt family,227,191,193,38,3128,18,164,20%,10%,"87,50%","12,50%","{'62.5%': ['Electric', 'Flying', 'Normal', 'Poison'], '39%': ['Fire']}","{'160%': ['Dragon', 'Fairy', 'Fighting', 'Ground', 'Ice', 'Steel']}",TBD,No,No,No,No,No,2013
698,Amaura,https://static.wikia.nocookie.net/pokemongo/images/6/66/Amaura.png,Rock,Ice,Kalos,Tundra,"1,3","25,2",Amaura family,124,109,184,15,1363,17,157,20%,10%,"87,50%","12,50%","{'62.5%': ['Flying', 'Ice', 'Normal', 'Poison']}","{'160%': ['Grass', 'Ground', 'Rock', 'Water'], '256%': ['Fighting', 'Steel']}",TBD,No,No,No,No,No,2013
699,Aurorus,https://static.wikia.nocookie.net/pokemongo/images/f/f0/Aurorus.png,Rock,Ice,Kalos,Tundra,"2,7",225,Amaura family,186,163,265,34,2802,24,221,20%,10%,"87,50%","12,50%","{'62.5%': ['Flying', 'Ice', 'Normal', 'Poison']}","{'160%': ['Grass', 'Ground', 'Rock', 'Water'], '256%': ['Fighting', 'Steel']}",TBD,No,No,No,No,No,2013
700,Sylveon,https://static.wikia.nocookie.net/pokemongo/images/6/63/Sylveon.png,Fairy,,Kalos,Intertwining,1,"23,5",Eevee family,203,205,216,37,3069,20,182,"12,50%",6%,"87,50%","12,50%","{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}",No,No,No,No,Yes,No,2013
701,Hawlucha,https://static.wikia.nocookie.net/pokemongo/images/8/82/Hawlucha.png,Fighting,Flying,Kalos,Wrestling,"0,8","21,5",Hawlucha family,195,153,186,29,2410,17,158,20%,10%,50%,50%,"{'62.5%': ['Dark', 'Fighting', 'Grass'], '39%': ['Bug', 'Ground']}","{'160%': ['Electric', 'Fairy', 'Flying', 'Ice', 'Psychic']}",TBD,No,No,No,No,No,2013
702,Dedenne,https://static.wikia.nocookie.net/pokemongo/images/b/bd/Dedenne.png,Electric,Fairy,Kalos,Antenna,"0,2","2,2",Dedenne family,164,134,167,21,1841,15,143,20%,10%,50%,50%,"{'62.5%': ['Bug', 'Dark', 'Electric', 'Fighting', 'Flying'], '39%': ['Dragon']}","{'160%': ['Ground', 'Poison']}",Yes,No,Formerly (1st tier level),Formerly,No,No,2013
703,Carbink,https://static.wikia.nocookie.net/pokemongo/images/1/1d/Carbink.png,Rock,Fairy,Kalos,Jewel,"0,3","5,7",Carbink family,95,285,137,16,1467,12,120,20%,10%,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Fire', 'Flying', 'Normal'], '39%': ['Dragon']}","{'160%': ['Grass', 'Ground', 'Water'], '256%': ['Steel']}",TBD,No,No,No,No,No,2013
704,Goomy,https://static.wikia.nocookie.net/pokemongo/images/0/05/Goomy.png,Dragon,,Kalos,Soft,"0,3","2,8",Goomy family,101,112,128,10,976,12,113,40%,9%,50%,50%,"{'62.5%': ['Electric', 'Fire', 'Grass', 'Water']}","{'160%': ['Dragon', 'Fairy', 'Ice']}",Yes,Yes (10-km Eggs),No,No,No,No,2013
705,Sliggoo,https://static.wikia.nocookie.net/pokemongo/images/d/d2/Sliggoo.png,Dragon,,Kalos,Soft,"0,8","17,5",Goomy family,159,176,169,24,2037,15,145,10%,7%,50%,50%,"{'62.5%': ['Electric', 'Fire', 'Grass', 'Water']}","{'160%': ['Dragon', 'Fairy', 'Ice']}",No,No,No,No,No,No,2013
706,Goodra,https://static.wikia.nocookie.net/pokemongo/images/b/bb/Goodra.png,Dragon,,Kalos,Dragon,2,"150,5",Goomy family,220,242,207,43,3505,19,175,5%,5%,50%,50%,"{'62.5%': ['Electric', 'Fire', 'Grass', 'Water']}","{'160%': ['Dragon', 'Fairy', 'Ice']}",No,No,No,No,No,No,2013
707,Klefki,https://static.wikia.nocookie.net/pokemongo/images/0/05/Klefki.png,Steel,Fairy,Kalos,Key,"0,2",3,Klefki family,160,179,149,23,1949,14,129,20%,10%,50%,50%,"{'62.5%': ['Dark', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Poison', 'Psychic', 'Rock'], '39%': ['Bug'], '24%': ['Dragon']}","{'160%': ['Fire', 'Ground']}",Yes,No,No,No,No,No,2013
708,Phantump,https://static.wikia.nocookie.net/pokemongo/images/1/18/Phantump.png,Ghost,Grass,Kalos,Stump,"0,4",7,Phantump family,125,103,125,12,1123,11,110,30%,10%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Fire', 'Flying', 'Ghost', 'Ice']}",Yes,No,Formerly (1st tier level),Formerly,No,No,2013
709,Trevenant,https://static.wikia.nocookie.net/pokemongo/images/e/ee/Trevenant.png,Ghost,Grass,Kalos,Elder,"1,5",71,Phantump family,201,154,198,31,2559,18,168,15%,5%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Fire', 'Flying', 'Ghost', 'Ice']}",No,No,No,No,No,No,2013
710,Pumpkaboo,https://static.wikia.nocookie.net/pokemongo/images/4/4a/Pumpkaboo.png,Ghost,Grass,Kalos,Pumpkin,"0,4",5,Pumpkaboo family,121,123,135,13,1222,12,118,20%,10%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Fire', 'Flying', 'Ghost', 'Ice']}",Yes,No,Formerly (1st tier level),No,No,No,2013
711,Gourgeist,https://static.wikia.nocookie.net/pokemongo/images/e/e4/Gourgeist.png,Ghost,Grass,Kalos,Pumpkin,"0,9","12,5",Pumpkaboo family,175,213,163,28,2390,15,140,20%,10%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Fire', 'Flying', 'Ghost', 'Ice']}",No,No,No,No,No,No,2013
712,Bergmite,https://static.wikia.nocookie.net/pokemongo/images/e/e7/Bergmite.png,Ice,,Kalos,Ice,1,"99,5",Bergmite family,117,120,146,13,1215,13,127,20%,10%,50%,50%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}",Yes,No,No,No,No,No,2013
713,Avalugg,https://static.wikia.nocookie.net/pokemongo/images/9/93/Avalugg.png,Ice,,Kalos,Iceberg,2,505,Bergmite family,196,240,216,39,3198,20,182,20%,10%,50%,50%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}",No,No,No,No,No,No,2013
714,Noibat,https://static.wikia.nocookie.net/pokemongo/images/e/e1/Noibat.png,Flying,Dragon,Kalos,Sound,"0,5",8,Noibat family,83,73,120,10,667,11,106,40%,9%,50%,50%,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Dragon', 'Fairy', 'Rock'], '256%': ['Ice']}",Yes,Yes (10-km Eggs),No,No,No,No,2013
715,Noivern,https://static.wikia.nocookie.net/pokemongo/images/b/b3/Noivern.png,Flying,Dragon,Kalos,Sound,"1,5",85,Noibat family,205,175,198,33,2764,18,168,15%,5%,50%,50%,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Dragon', 'Fairy', 'Rock'], '256%': ['Ice']}",No,No,No,No,No,No,2013
716,Xerneas,https://static.wikia.nocookie.net/pokemongo/images/b/b6/Xerneas.png,Fairy,,Kalos,Life,3,215,Xerneas family,250,185,246,47,3781,23,206,2%,1%,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}",No,No,Formerly (5th tier level),No,No,No,2013
717,Yveltal,https://static.wikia.nocookie.net/pokemongo/images/b/b6/Yveltal.png,Dark,Flying,Kalos,Destruction,"5,8",203,Yveltal family,250,185,246,47,3781,23,206,2%,1%,N/A,N/A,"{'62.5%': ['Dark', 'Ghost', 'Grass'], '39%': ['Ground', 'Psychic']}","{'160%': ['Electric', 'Fairy', 'Ice', 'Rock']}",No,No,Formerly (5th tier level),No,No,No,2013
718,Zygarde,https://static.wikia.nocookie.net/pokemongo/images/6/69/Zygarde.png,Dragon,Ground,Kalos,Order,"4,5",610,Zygarde family,203,232,239,42,3410,22,200,N/A,N/A,N/A,N/A,"{'62.5%': ['Fire', 'Poison', 'Rock'], '24%': ['Electric']}","{'160%': ['Dragon', 'Fairy'], '256%': ['Ice']}",No,No,No,No,No,No,2013
720,Hoopa,https://static.wikia.nocookie.net/pokemongo/images/2/21/Hoopa.png,Psychic,Ghost,Kalos,Mischief,"0,5",9,Hoopa family,261,187,173,41,3359,16,148,N/A,N/A,N/A,N/A,"{'62.5%': ['Poison', 'Psychic'], '39%': ['Normal'], '24%': ['Fighting']}","{'256%': ['Dark', 'Ghost']}",No,No,No,No,No,No,2013
722,Rowlet,https://static.wikia.nocookie.net/pokemongo/images/f/ff/Rowlet.png,Grass,Flying,Alola,Grass,"0,3","1,5",Rowlet family,102,99,169,11,1058,15,145,N/A,N/A,N/A,N/A,"{'62.5%': ['Fighting', 'Water'], '39%': ['Grass'], '24%': ['Ground']}","{'160%': ['Fire', 'Flying', 'Poison', 'Rock'], '256%': ['Ice']}",Yes,Yes (5-km Eggs),No,No,No,No,2016
723,Dartrix,https://static.wikia.nocookie.net/pokemongo/images/9/9d/Dartrix.png,Grass,Flying,Alola,Blade,"0,7",16,Rowlet family,142,139,186,20,1725,17,158,N/A,N/A,N/A,N/A,"{'62.5%': ['Fighting', 'Water'], '39%': ['Grass'], '24%': ['Ground']}","{'160%': ['Fire', 'Flying', 'Poison', 'Rock'], '256%': ['Ice']}",No,No,No,No,No,No,2016
724,Decidueye,https://static.wikia.nocookie.net/pokemongo/images/d/d3/Decidueye.png,Grass,Ghost,Alola,Arrow,"1,6","36,6",Rowlet family,210,179,186,33,2775,17,158,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,No,No,No,2016
725,Litten,https://static.wikia.nocookie.net/pokemongo/images/6/6e/Litten.png,Fire,,Alola,Fire,"0,4","4,3",Litten family,128,79,128,11,1035,12,113,N/A,N/A,N/A,N/A,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",Yes,Yes (5-km Eggs),No,No,No,No,2016
726,Torracat,https://static.wikia.nocookie.net/pokemongo/images/f/f5/Torracat.png,Fire,,Alola,Fire,"0,7",25,Litten family,174,105,163,20,1725,15,140,N/A,N/A,N/A,N/A,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",No,No,No,No,No,No,2016
727,Incineroar,https://static.wikia.nocookie.net/pokemongo/images/e/ef/Incineroar.png,Fire,Dark,Alola,Heel,"1,8",83,Litten family,214,175,216,36,2996,20,182,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,No,No,No,2016
728,Popplio,https://static.wikia.nocookie.net/pokemongo/images/4/41/Popplio.png,Water,,Alola,Sea,"0,4","7,5",Popplio family,120,103,137,12,1129,12,120,N/A,N/A,N/A,N/A,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,Yes (5-km Eggs),No,No,No,No,2016
729,Brionne,https://static.wikia.nocookie.net/pokemongo/images/d/d3/Brionne.png,Water,,Alola,Pop,"0,6","17,5",Popplio family,168,145,155,22,1885,14,134,N/A,N/A,N/A,N/A,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",No,No,No,No,No,No,2016
730,Primarina,https://static.wikia.nocookie.net/pokemongo/images/1/14/Primarina.png,Water,Fairy,Alola,Soloist,"1,8",44,Popplio family,232,195,190,39,3200,17,162,N/A,N/A,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Fighting', 'Fire', 'Ice', 'Water'], '39%': ['Dragon']}","{'160%': ['Electric', 'Grass', 'Poison']}",No,No,No,No,No,No,2016
731,Pikipek,https://static.wikia.nocookie.net/pokemongo/images/f/f3/Pikipek.png,Normal,Flying,Alola,Woodpecker,"0,3","1,2",Pikipek family,136,59,111,10,910,10,99,N/A,N/A,N/A,N/A,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes,Yes (2-km Eggs),No,Formerly,No,No,2016
732,Trumbeak,https://static.wikia.nocookie.net/pokemongo/images/f/fa/Trumbeak.png,Normal,Flying,Alola,Bugle,"0,6","14,8",Pikipek family,159,100,146,16,1478,13,127,N/A,N/A,N/A,N/A,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",No,No,No,No,No,No,2016
733,Toucannon,https://static.wikia.nocookie.net/pokemongo/images/e/ea/Toucannon.png,Normal,Flying,Alola,Cannon,"1,1",26,Pikipek family,222,146,190,32,2689,17,162,N/A,N/A,N/A,N/A,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",No,No,No,No,No,No,2016
734,Yungoos,https://static.wikia.nocookie.net/pokemongo/images/f/fe/Yungoos.png,Normal,,Alola,Loitering,"0,4",6,Yungoos family,122,56,134,10,880,12,117,N/A,N/A,N/A,N/A,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,Yes (2-km Eggs),No,Formerly,Yes,No,2016
735,Gumshoos,https://static.wikia.nocookie.net/pokemongo/images/e/e7/Gumshoos.png,Normal,,Alola,Stakeout,"0,7","14,2",Yungoos family,194,113,204,26,2185,19,173,N/A,N/A,N/A,N/A,{'39%': ['Ghost']},{'160%': ['Fighting']},No,No,No,No,Yes,No,2016
741,Oricorio,https://static.wikia.nocookie.net/pokemongo/images/5/56/Oricorio.png,Fire,Flying,Alola,Dancing,"0,6","3,4",Oricorio family,196,145,181,28,2333,17,154,N/A,N/A,N/A,N/A,"{'62.5%': ['Fairy', 'Fighting', 'Fire', 'Ground', 'Steel'], '39%': ['Bug', 'Grass']}","{'160%': ['Electric', 'Water'], '256%': ['Rock']}",Yes,No,No,Formerly,No,No,2016
744,Rockruff,https://static.wikia.nocookie.net/pokemongo/images/1/13/Rockruff.png,Rock,,Alola,Puppy,"0,5","9,2",Rockruff family,117,78,128,10,950,12,113,N/A,N/A,N/A,N/A,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}",No,Yes (10-km Eggs),Yes (1st tier level),No,Yes,No,2016
745,Lycanroc,https://static.wikia.nocookie.net/pokemongo/images/a/ad/Lycanroc.png,Rock,,Alola,Wolf,"0,8",25,Rockruff family,231,140,181,32,2678,17,154,N/A,N/A,N/A,N/A,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}",No,No,No,No,Yes,No,2016
751,Dewpider,https://static.wikia.nocookie.net/pokemongo/images/4/44/Dewpider.png,Water,Bug,Alola,Water,"0,3",4,Dewpider family,72,117,116,10,714,10,103,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,No,Formerly,No,No,2016
752,Araquanid,https://static.wikia.nocookie.net/pokemongo/images/5/5d/Araquanid.png,Water,Bug,Alola,Water,"1,8",82,Dewpider family,126,219,169,21,1827,15,145,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,No,No,No,2016
753,Fomantis,https://static.wikia.nocookie.net/pokemongo/images/0/02/Fomantis.png,Grass,,Alola,Sickle,"0,3","1,5",Fomantis family,100,64,120,10,741,11,106,N/A,N/A,N/A,N/A,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes,No,No,Formerly,No,No,2016
754,Lurantis,https://static.wikia.nocookie.net/pokemongo/images/c/c5/Lurantis.png,Grass,,Alola,Bloom,"0,9","18,5",Fomantis family,192,169,172,28,2398,16,147,N/A,N/A,N/A,N/A,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",No,No,No,No,No,No,2016
757,Salandit,https://static.wikia.nocookie.net/pokemongo/images/b/b9/Salandit.png,Poison,Fire,Alola,Toxic,"0,6","4,8",Salandit family,136,80,134,12,1122,12,117,N/A,N/A,N/A,N/A,N/A,N/A,No,Yes (12-km Eggs),No,No,No,No,2016
758,Salazzle,https://static.wikia.nocookie.net/pokemongo/images/9/9c/Salazzle.png,Poison,Fire,Alola,Toxic,"1,2","22,2",Salandit family,228,130,169,29,2479,15,145,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,No,No,No,2016
759,Stufful,https://static.wikia.nocookie.net/pokemongo/images/8/83/Stufful.png,Normal,Fighting,Alola,Flailing,"0,5","6,8",Stufful family,136,95,172,15,1352,16,147,N/A,N/A,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Rock'], '39%': ['Ghost']}","{'160%': ['Fairy', 'Fighting', 'Flying', 'Psychic']}",Yes,No,No,No,Yes,No,2016
760,Bewear,https://static.wikia.nocookie.net/pokemongo/images/0/04/Bewear.png,Normal,Fighting,Alola,Strong,"2,1",135,Stufful family,226,141,260,38,3117,24,217,N/A,N/A,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Rock'], '39%': ['Ghost']}","{'160%': ['Fairy', 'Fighting', 'Flying', 'Psychic']}",No,No,No,No,Yes,No,2016
764,Comfey,https://static.wikia.nocookie.net/pokemongo/images/3/37/Comfey.png,Fairy,,Alola,Posy,"0,1","0,3",Comfey family,165,215,139,25,2115,13,121,N/A,N/A,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}",Yes,No,No,No,No,No,2016
765,Oranguru,https://static.wikia.nocookie.net/pokemongo/images/0/07/Oranguru.png,Normal,Psychic,Alola,Sage,"1,5",76,Oranguru family,168,192,207,29,2450,19,175,N/A,N/A,N/A,N/A,"{'62.5%': ['Ghost', 'Psychic']}","{'160%': ['Bug', 'Dark']}",Yes,No,No,No,No,No,2016
782,Jangmo-o,https://static.wikia.nocookie.net/pokemongo/images/0/0b/Jangmo-o.png,Dragon,,Alola,Scaly,"0,6","29,7",Jangmo-o family,102,108,128,10,969,12,113,N/A,N/A,N/A,N/A,"{'62.5%': ['Electric', 'Fire', 'Grass', 'Water']}","{'160%': ['Dragon', 'Fairy', 'Ice']}",Yes,Yes (10-km Eggs),No,No,No,No,2016
783,Hakamo-o,https://static.wikia.nocookie.net/pokemongo/images/f/fc/Hakamo-o.png,Dragon,Fighting,Alola,Scaly,"1,2",47,Jangmo-o family,145,162,146,19,1686,13,127,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,No,No,No,2016
784,Kommo-o,https://static.wikia.nocookie.net/pokemongo/images/1/16/Kommo-o.png,Dragon,Fighting,Alola,Scaly,"1,6","78,2",Jangmo-o family,222,240,181,40,3309,17,154,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,No,No,No,2016
785,Tapu Koko,https://static.wikia.nocookie.net/pokemongo/images/a/a2/Tapu_Koko.png,Electric,Fairy,Alola,Land,"1,8","20,5",Tapu Koko family,250,181,172,38,3168,16,147,N/A,N/A,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Electric', 'Fighting', 'Flying'], '39%': ['Dragon']}","{'160%': ['Ground', 'Poison']}",No,No,Yes (5th tier level),No,No,No,2016
786,Tapu Lele,https://static.wikia.nocookie.net/pokemongo/images/1/19/Tapu_Lele.png,Psychic,Fairy,Alola,Land,"1,2","18,6",Tapu Lele family,259,208,172,43,3494,16,147,N/A,N/A,N/A,N/A,"{'62.5%': ['Psychic'], '39%': ['Dragon', 'Fighting']}","{'160%': ['Ghost', 'Poison', 'Steel']}",No,No,Yes (5th tier level),No,No,No,2016
787,Tapu Bulu,https://static.wikia.nocookie.net/pokemongo/images/0/02/Tapu_Bulu.png,Grass,Fairy,Alola,Land,"1,9","45,5",Tapu Bulu family,249,215,172,42,3419,16,147,N/A,N/A,N/A,N/A,"{'62.5%': ['Dark', 'Electric', 'Fighting', 'Grass', 'Ground', 'Water'], '39%': ['Dragon']}","{'160%': ['Fire', 'Flying', 'Ice', 'Steel'], '256%': ['Poison']}",No,No,Yes (5th tier level),No,No,No,2016
788,Tapu Fini,https://static.wikia.nocookie.net/pokemongo/images/e/ee/Tapu_Fini.png,Water,Fairy,Alola,Land,"1,3","21,2",Tapu Fini family,189,254,172,34,2857,16,147,N/A,N/A,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Fighting', 'Fire', 'Ice', 'Water'], '39%': ['Dragon']}","{'160%': ['Electric', 'Grass', 'Poison']}",No,No,Yes (5th tier level),No,No,No,2016
808,Meltan,https://static.wikia.nocookie.net/pokemongo/images/3/30/Meltan.png,Steel,,Unknown,Hex,"0,2",8,Meltan family,118,99,130,11,1068,12,114,N/A,N/A,N/A,N/A,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Psychic', 'Rock', 'Steel'], '39%': ['Poison']}","{'160%': ['Fighting', 'Fire', 'Ground']}",Yes (Mystery Box only),No,No,No,Yes,No,
809,Melmetal,https://static.wikia.nocookie.net/pokemongo/images/4/4b/Melmetal.png,Steel,,Unknown,Hex,"2,5",800,Meltan family,226,190,264,44,3599,24,220,N/A,N/A,N/A,N/A,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Psychic', 'Rock', 'Steel'], '39%': ['Poison']}","{'160%': ['Fighting', 'Fire', 'Ground']}",No,No,No,No,Yes,No,
819,Skwovet,https://static.wikia.nocookie.net/pokemongo/images/8/80/Skwovet.png,Normal,,Galar,Cheeky,"0,3","2,5",Skwovet family,95,86,172,10,944,16,147,60%,10%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,No,Formerly,No,No,2020
820,Greedent,https://static.wikia.nocookie.net/pokemongo/images/9/9d/Greedent.png,Normal,,Galar,Greedy,"0,6",6,Skwovet family,160,156,260,28,2370,24,217,30%,7%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},No,No,No,No,No,No,2020
831,Wooloo,https://static.wikia.nocookie.net/pokemongo/images/2/2f/Wooloo.png,Normal,,Galar,Sheep,"0,6",6,Wooloo family,76,97,123,10,706,11,109,50%,10%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,No,Formerly,No,No,2020
832,Dubwool,https://static.wikia.nocookie.net/pokemongo/images/c/c2/Dubwool.png,Normal,,Galar,Sheep,"1,3",43,Wooloo family,159,198,176,26,2191,16,150,20%,7%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},No,No,No,No,No,No,2020
862,Obstagoon,https://static.wikia.nocookie.net/pokemongo/images/4/4a/Obstagoon.png,Dark,Normal,Galar,Blocking,"1,6",46,Zigzagoon family,180,194,212,32,2652,19,179,4%,4%,50%,50%,"{'62.5%': ['Dark'], '39%': ['Psychic'], '24%': ['Ghost']}","{'160%': ['Bug', 'Fairy'], '256%': ['Fighting']}",No,No,No,No,Yes,No,2020
